datum,kraj_nuts_kod,ecmo_kapacita_volna,ecmo_kapacita_celkem,upv_kapacita_volna,upv_kapacita_celkem,crrt_kapacita_volna,crrt_kapacita_celkem,ihd_kapacita_volna,ihd_kapacita_celkem,luzka_aro_jip_kapacita_celkem,luzka_aro_jip_kapacita_volna_covid_pozitivni,luzka_aro_jip_kapacita_volna_covid_negativni,luzka_standard_kyslik_kapacita_celkem,luzka_standard_kyslik_kapacita_volna_covid_pozitivni,luzka_standard_kyslik_kapacita_volna_covid_negativni,ventilatory_prenosne_kapacita_volna,ventilatory_prenosne_kapacita_celkem,ventilatory_operacni_sal_kapacita_volna,ventilatory_operacni_sal_kapacita_celkem,reprofilizovana_kapacita_luzka_aro_jip_kapacita_volna,reprofilizovana_kapacita_luzka_aro_jip_kapacita_celkem,reprofilizovana_kapacita_luzka_aro_jip_kapacita_planovana,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_volna,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_celkem,reprofilizovana_kapacita_luzka_standard_kyslik_kapacita_planovana
2020-11-04,CZ020,0,0,39,112,17,23,3,3,284,35,30,2089,145,391,30,31,35,58,25,43,123,98,151,510
2020-11-04,CZ031,3,3,31,71,14,20,11,56,254,23,80,1644,131,463,25,25,17,61,24,29,84,75,134,371
2020-11-04,CZ032,3,3,74,114,16,17,8,9,158,3,35,1250,66,342,54,55,18,22,13,38,67,44,168,348
2020-11-04,CZ041,0,1,11,35,3,6,5,6,78,4,10,598,30,85,13,13,0,0,2,8,31,10,10,141
2020-11-04,CZ042,2,2,55,149,12,19,7,19,251,14,42,1375,82,534,33,36,70,73,9,41,112,49,381,496
2020-11-04,CZ051,2,2,26,109,13,13,5,5,153,15,25,879,55,192,13,13,12,45,0,12,72,13,64,239
2020-11-04,CZ052,7,7,38,122,12,20,13,20,239,18,44,1446,89,130,34,47,20,56,11,36,92,25,100,379
2020-11-04,CZ053,0,0,16,77,12,14,2,2,123,7,22,543,29,116,4,9,41,48,7,31,56,33,195,269
2020-11-04,CZ063,0,0,38,81,7,11,15,29,169,15,26,1665,129,584,14,16,14,22,0,8,63,0,0,299
2020-11-04,CZ064,6,12,122,250,30,40,10,11,590,61,104,2262,291,616,55,57,45,54,31,76,223,116,312,756
2020-11-04,CZ071,0,2,62,189,15,19,2,3,235,39,22,1496,73,351,32,35,25,61,5,25,105,29,147,413
2020-11-04,CZ072,0,1,17,90,9,13,1,2,170,10,27,626,75,87,12,12,12,21,1,14,72,0,0,277
2020-11-04,CZ080,9,11,177,303,26,30,34,39,454,42,85,2981,137,796,49,50,87,93,19,88,178,160,590,681
2020-11-05,CZ010,22,33,126,374,41,74,24,34,889,45,136,3585,192,869,67,86,83,125,18,37,349,101,249,929
2020-11-05,CZ020,0,0,41,114,16,23,3,3,284,25,29,2082,139,340,30,31,35,58,24,40,123,58,193,510
2020-11-05,CZ031,3,3,30,71,14,20,11,56,254,25,79,1745,158,523,25,25,17,61,24,29,84,65,65,371
2020-11-05,CZ032,3,3,72,114,16,17,9,9,162,5,40,1250,70,338,54,55,18,22,10,34,67,46,168,348
2020-11-05,CZ041,0,1,10,35,2,6,4,6,78,4,11,598,31,86,13,16,0,3,2,8,31,10,20,141
2020-11-05,CZ042,1,2,49,149,12,19,8,19,244,17,35,1361,82,526,33,36,70,73,11,49,112,62,399,496
2020-11-05,CZ051,2,2,27,109,13,13,5,5,118,6,21,895,54,193,13,13,12,45,8,37,72,44,197,239
2020-11-05,CZ052,7,7,36,122,12,20,13,20,239,18,40,1446,102,120,34,47,20,56,11,36,92,23,100,379
2020-11-05,CZ053,0,0,20,77,12,14,2,2,123,8,24,543,23,117,4,9,41,48,8,31,56,31,195,269
2020-11-05,CZ063,0,0,42,81,9,11,15,29,169,23,46,1586,112,589,14,16,14,22,0,8,63,55,79,299
2020-11-05,CZ064,6,12,126,264,29,40,11,11,594,57,116,2277,314,620,55,57,45,54,28,76,223,107,312,756
2020-11-05,CZ071,1,2,57,190,13,19,2,3,237,31,29,1496,61,370,32,35,25,61,2,26,105,34,147,413
2020-11-05,CZ072,0,1,24,90,8,13,1,2,170,9,26,626,80,90,12,12,12,21,2,14,72,0,0,277
2020-11-05,CZ080,9,11,178,303,26,30,34,39,448,47,87,2891,139,783,49,50,87,93,31,130,178,144,730,681
2020-11-06,CZ010,25,33,133,374,42,74,25,34,889,27,135,3585,217,812,67,86,83,125,19,44,349,138,343,929
2020-11-06,CZ020,0,0,42,115,17,23,3,3,284,27,33,2082,146,355,30,31,35,58,23,40,123,65,193,510
2020-11-06,CZ031,3,3,27,71,15,20,11,44,265,26,82,1745,202,565,24,24,16,60,23,23,84,65,65,371
2020-11-06,CZ032,3,3,72,114,17,17,9,9,150,2,27,1157,22,364,54,55,18,22,17,48,67,76,322,348
2020-11-06,CZ041,0,1,9,35,2,6,3,6,78,3,10,598,27,80,13,16,0,3,2,8,31,10,20,141
2020-11-06,CZ042,1,2,50,149,12,19,7,19,251,19,28,1370,76,504,33,36,70,73,11,49,112,65,302,496
2020-11-06,CZ051,2,2,25,109,11,13,4,5,118,7,19,895,47,224,13,13,12,45,12,47,72,31,187,239
2020-11-06,CZ052,7,7,37,122,14,20,13,20,239,20,40,1446,102,137,34,47,20,56,12,36,92,23,100,379
2020-11-06,CZ053,0,0,20,77,13,14,2,2,123,7,29,543,25,124,4,9,41,48,8,32,56,33,195,269
2020-11-06,CZ063,0,0,41,81,10,11,12,29,169,22,37,1586,135,566,14,16,14,22,8,8,63,56,79,299
2020-11-06,CZ064,6,12,129,266,31,40,11,12,594,76,115,2267,357,625,55,57,45,54,47,92,223,112,322,756
2020-11-06,CZ071,1,2,53,190,12,19,2,3,235,6,31,1496,58,357,32,35,25,61,28,76,105,37,181,413
2020-11-06,CZ072,0,1,25,91,9,13,1,2,170,14,24,626,109,90,12,12,12,21,3,14,72,0,0,277
2020-11-06,CZ080,8,11,177,303,26,30,34,39,448,42,86,2891,216,751,49,50,87,93,38,136,178,184,772,681
2020-11-07,CZ010,22,33,132,374,41,74,25,34,889,29,143,3585,223,862,67,86,83,125,18,44,349,153,343,929
2020-11-07,CZ020,0,0,39,115,16,23,3,3,284,27,30,2082,157,366,30,31,35,58,23,40,123,66,193,510
2020-11-07,CZ031,3,3,28,71,14,20,11,44,265,27,83,1745,209,564,24,24,16,60,23,23,84,65,65,371
2020-11-07,CZ032,3,3,75,114,16,17,9,9,150,2,21,1157,22,431,54,55,18,22,17,48,67,87,322,348
2020-11-07,CZ041,0,1,10,35,3,6,5,6,78,4,14,598,30,87,13,16,0,3,2,8,31,10,20,141
2020-11-07,CZ042,1,2,51,150,12,19,8,19,251,20,37,1370,90,510,33,36,70,73,11,49,112,72,302,496
2020-11-07,CZ051,2,2,26,109,12,13,4,5,118,7,20,895,48,203,13,13,12,45,8,47,72,48,187,239
2020-11-07,CZ052,7,7,43,122,15,20,13,20,239,20,43,1446,117,162,34,47,20,56,8,36,92,29,100,379
2020-11-07,CZ053,0,0,23,77,12,14,2,2,131,8,29,543,26,122,4,9,41,48,9,32,56,60,185,269
2020-11-07,CZ063,0,0,44,81,11,11,11,29,169,24,40,1586,141,563,14,16,14,22,8,8,63,57,79,299
2020-11-07,CZ064,6,12,127,262,30,40,11,11,592,73,102,2270,355,618,55,57,45,54,40,92,223,117,322,756
2020-11-07,CZ071,1,2,54,190,12,19,2,3,235,18,29,1496,60,357,32,35,25,61,9,76,105,45,191,413
2020-11-07,CZ072,0,1,21,91,9,13,1,2,170,11,28,626,104,83,12,12,12,21,3,14,72,0,0,277
2020-11-07,CZ080,7,11,180,303,27,30,34,39,448,49,87,2891,228,768,49,50,87,93,40,142,178,242,848,681
2020-11-08,CZ010,21,33,140,374,39,74,25,34,874,30,144,3575,220,877,67,86,83,125,22,44,349,159,343,929
2020-11-08,CZ020,0,0,42,114,16,23,3,3,284,23,32,2082,151,363,30,31,35,58,21,40,123,55,193,510
2020-11-08,CZ031,2,3,24,71,14,20,11,44,265,26,78,1745,204,578,24,24,16,60,23,23,84,65,65,371
2020-11-08,CZ032,2,3,73,114,16,17,9,9,150,1,22,1157,22,424,54,55,18,22,17,48,67,80,322,348
2020-11-08,CZ041,0,1,11,35,4,6,4,6,78,4,16,598,31,83,13,16,0,3,2,8,31,10,20,141
2020-11-08,CZ042,1,2,45,150,13,19,19,19,251,23,37,1370,83,509,33,36,70,73,14,49,112,64,302,496
2020-11-08,CZ051,2,2,25,109,12,13,4,5,118,7,21,895,47,203,13,13,12,45,7,47,72,45,187,239
2020-11-08,CZ052,7,7,44,122,14,20,13,20,239,19,44,1446,119,143,34,47,20,56,11,36,92,26,100,379
2020-11-08,CZ053,0,0,22,77,12,14,2,2,131,7,28,543,30,128,4,9,41,48,10,32,56,58,185,269
2020-11-08,CZ063,0,0,42,81,10,11,24,29,169,23,40,1586,127,578,14,16,14,22,8,8,63,50,79,299
2020-11-08,CZ064,6,12,127,262,32,40,11,11,592,71,107,2270,345,680,55,57,45,54,36,92,223,117,322,756
2020-11-08,CZ071,1,2,59,190,12,19,2,3,235,17,28,1496,57,336,32,35,25,61,11,76,105,56,191,413
2020-11-08,CZ072,0,1,23,91,9,13,1,2,170,11,22,626,84,87,12,12,12,21,4,14,72,0,0,277
2020-11-08,CZ080,7,11,175,303,27,30,34,39,448,56,81,2891,219,750,49,50,87,93,41,142,178,215,848,681
2020-11-09,CZ010,20,33,136,381,38,74,23,32,830,36,145,3331,160,853,67,92,83,133,17,85,349,144,462,929
2020-11-09,CZ020,0,0,38,114,15,23,3,3,284,20,30,2082,158,353,30,31,35,58,25,40,123,65,185,510
2020-11-09,CZ031,2,3,24,71,13,20,11,44,265,28,80,1760,218,538,24,24,16,60,23,23,84,65,65,371
2020-11-09,CZ032,1,3,71,114,16,17,9,9,150,2,30,1157,19,398,54,55,18,22,20,48,67,124,340,348
2020-11-09,CZ041,0,1,10,35,3,6,5,6,78,3,17,598,31,81,13,16,0,3,2,8,31,10,20,141
2020-11-09,CZ042,1,2,48,150,13,19,7,19,251,26,39,1370,84,505,33,36,70,73,16,50,112,78,302,496
2020-11-09,CZ051,2,2,25,109,11,13,4,5,118,11,22,895,49,216,13,13,12,45,6,47,72,34,187,239
2020-11-09,CZ052,7,7,49,122,14,20,13,20,239,17,52,1446,114,137,34,47,20,56,11,36,92,29,100,379
2020-11-09,CZ053,0,0,24,77,10,14,2,2,131,5,28,543,28,132,4,9,41,48,11,32,56,43,185,269
2020-11-09,CZ063,0,0,41,83,9,11,13,29,169,22,41,1586,128,544,14,16,14,18,4,8,63,48,79,299
2020-11-09,CZ064,5,12,121,262,34,40,11,11,593,71,101,2259,345,609,55,57,45,54,43,98,223,145,347,756
2020-11-09,CZ071,1,2,63,190,15,19,2,3,235,12,29,1496,50,313,32,35,25,61,30,78,105,46,201,413
2020-11-09,CZ072,0,1,27,91,9,13,1,2,170,12,22,626,85,85,12,12,12,21,1,14,72,0,0,277
2020-11-09,CZ080,8,11,176,303,26,30,34,39,450,68,92,2886,210,755,49,50,87,93,61,142,178,204,853,681
2020-11-10,CZ010,18,33,138,390,36,74,23,32,836,34,132,3199,107,781,67,92,83,133,30,133,349,217,507,929
2020-11-10,CZ020,0,0,30,114,16,23,3,3,284,25,32,2082,153,332,30,31,35,58,30,47,123,72,230,510
2020-11-10,CZ031,2,3,30,71,14,20,11,44,249,28,80,1697,202,511,24,24,16,60,27,37,84,73,102,371
2020-11-10,CZ032,1,4,70,114,16,17,9,9,150,3,31,1233,12,421,54,55,18,22,18,48,67,118,366,348
2020-11-10,CZ041,0,1,8,35,2,6,4,6,78,0,8,598,34,77,13,16,0,3,2,8,31,10,20,141
2020-11-10,CZ042,1,2,49,150,13,19,8,19,251,23,33,1370,94,492,33,36,70,73,13,50,112,83,302,496
2020-11-10,CZ051,2,2,28,109,11,13,4,5,118,12,24,895,50,206,13,13,12,45,8,47,72,36,187,239
2020-11-10,CZ052,7,7,45,122,14,20,13,20,239,16,50,1446,100,138,34,47,20,56,12,36,92,22,100,379
2020-11-10,CZ053,0,0,24,77,11,14,2,2,133,5,24,543,44,115,4,9,41,48,11,33,56,60,229,269
2020-11-10,CZ063,0,0,46,83,9,11,16,29,169,24,34,1586,148,542,14,16,14,18,4,8,63,49,79,299
2020-11-10,CZ064,4,12,122,264,31,40,10,11,595,75,94,2260,372,576,55,57,45,54,41,91,223,140,347,756
2020-11-10,CZ071,0,2,51,190,16,19,2,3,185,11,31,1462,77,331,32,35,25,61,22,67,105,68,201,413
2020-11-10,CZ072,0,1,20,93,9,13,1,2,170,11,18,626,98,71,12,12,12,21,1,17,72,2,16,277
2020-11-10,CZ080,7,11,176,303,25,30,34,39,450,69,94,2835,192,670,49,50,87,93,56,134,178,201,857,681
2020-11-11,CZ010,16,33,134,390,38,74,24,32,836,28,113,3199,121,770,83,132,70,135,27,130,349,229,507,929
2020-11-11,CZ020,0,0,30,114,16,23,3,3,284,25,36,2042,132,335,31,32,45,58,30,51,123,95,251,510
2020-11-11,CZ031,2,3,31,71,14,20,11,44,249,31,76,1697,212,503,25,25,33,60,27,37,84,73,102,371
2020-11-11,CZ032,2,4,63,114,15,17,8,9,150,1,30,1211,0,429,54,55,21,24,13,48,67,156,388,348
2020-11-11,CZ041,0,1,8,35,2,6,4,6,78,2,9,598,31,82,13,16,10,13,1,8,31,10,20,141
2020-11-11,CZ042,1,2,45,150,13,20,7,19,251,25,35,1368,107,494,39,39,92,94,12,50,112,82,302,496
2020-11-11,CZ051,2,2,31,107,8,13,4,5,117,13,19,895,53,187,14,14,45,45,18,55,72,46,187,239
2020-11-11,CZ052,7,7,47,123,15,20,13,20,243,24,33,1561,92,142,37,47,45,51,14,42,92,34,112,379
2020-11-11,CZ053,0,0,28,77,10,14,2,2,133,9,24,543,36,112,10,10,43,47,14,36,56,59,239,269
2020-11-11,CZ063,0,0,43,83,9,11,16,29,151,13,36,1402,87,536,16,16,18,18,14,26,63,163,263,299
2020-11-11,CZ064,1,13,111,264,32,40,11,11,568,75,83,2197,382,545,54,54,71,78,39,115,223,149,417,756
2020-11-11,CZ071,0,2,48,190,15,19,3,3,185,4,37,1472,120,320,33,33,28,33,31,85,105,87,211,413
2020-11-11,CZ072,0,1,26,95,7,13,1,2,170,17,25,626,103,74,14,14,20,35,3,17,72,14,26,277
2020-11-11,CZ080,7,11,176,303,26,30,34,39,430,48,77,2732,156,628,48,49,93,102,72,139,178,239,843,681
2020-11-12,CZ010,17,33,132,390,40,74,22,32,836,26,121,3199,140,733,96,132,70,135,31,130,349,209,507,929
2020-11-12,CZ020,0,0,32,119,19,23,3,3,284,29,37,2042,131,295,32,32,48,58,31,55,123,111,281,510
2020-11-12,CZ031,2,3,32,71,14,20,11,44,249,30,73,1697,214,492,25,28,35,59,26,37,84,75,102,371
2020-11-12,CZ032,2,4,66,114,15,17,8,9,150,2,27,1211,0,400,54,55,72,75,12,48,67,168,384,348
2020-11-12,CZ041,0,1,10,35,2,6,4,6,78,4,10,598,31,56,16,16,13,13,1,8,31,8,20,141
2020-11-12,CZ042,1,2,53,150,12,20,9,19,251,29,36,1368,114,486,47,47,89,94,13,50,112,90,302,496
2020-11-12,CZ051,2,2,33,107,9,13,4,5,117,11,22,895,23,200,14,14,45,45,17,55,72,29,187,239
2020-11-12,CZ052,6,7,44,123,14,20,13,20,239,18,35,1561,77,146,37,48,58,58,10,49,92,18,112,379
2020-11-12,CZ053,0,0,28,77,10,14,2,2,133,9,21,428,41,134,10,10,43,47,14,36,56,69,239,269
2020-11-12,CZ063,0,0,45,83,8,11,16,29,151,13,33,1402,93,540,16,16,18,18,17,26,63,168,263,299
2020-11-12,CZ064,3,14,123,264,32,40,11,11,559,80,69,2198,384,533,54,54,75,78,53,123,223,164,431,756
2020-11-12,CZ071,1,2,88,191,14,19,3,3,179,5,36,1472,125,301,26,34,30,33,37,93,105,77,249,413
2020-11-12,CZ072,0,1,25,92,6,13,1,2,170,16,29,626,133,78,14,14,20,35,7,17,72,14,26,277
2020-11-12,CZ080,7,11,184,303,25,30,34,39,430,38,78,2732,143,674,49,50,95,96,73,139,178,276,843,681
2020-11-13,CZ010,18,33,133,390,38,74,22,32,836,26,112,3199,139,683,98,132,72,135,29,130,349,236,507,929
2020-11-13,CZ020,0,0,35,124,16,22,3,3,278,30,32,2042,118,327,32,32,53,58,35,61,123,120,307,510
2020-11-13,CZ031,2,3,30,71,14,20,11,44,249,28,81,1697,237,507,28,28,35,59,26,37,84,77,102,371
2020-11-13,CZ032,2,4,70,114,15,17,9,9,150,2,32,1211,0,390,54,55,72,75,9,48,67,183,384,348
2020-11-13,CZ041,0,1,9,35,1,6,4,6,78,7,10,598,32,71,16,16,13,13,2,8,31,10,20,141
2020-11-13,CZ042,1,2,56,154,13,20,7,19,251,28,28,1368,101,464,48,48,92,97,14,47,112,92,302,496
2020-11-13,CZ051,1,2,29,107,9,13,4,5,117,9,21,895,26,193,14,14,45,45,17,55,72,53,187,239
2020-11-13,CZ052,6,7,46,123,14,20,13,20,233,14,40,1553,53,175,37,48,58,58,17,55,92,66,201,379
2020-11-13,CZ053,0,0,25,81,11,14,1,2,133,9,21,443,43,131,10,10,43,47,12,36,56,78,239,269
2020-11-13,CZ063,0,0,42,83,8,11,12,29,151,17,39,1402,85,543,16,16,18,18,15,26,63,197,263,299
2020-11-13,CZ064,4,14,123,264,34,40,11,11,560,83,72,2188,404,582,53,54,75,78,53,125,223,184,431,756
2020-11-13,CZ071,1,2,86,206,14,19,3,3,224,6,30,1399,124,321,27,34,30,33,40,93,105,74,249,413
2020-11-13,CZ072,0,1,24,92,6,13,1,2,170,13,21,626,148,67,14,14,26,33,4,19,72,14,26,277
2020-11-13,CZ080,6,11,182,303,23,30,34,39,427,39,79,2732,157,691,50,53,95,96,77,154,178,312,908,681
2020-11-14,CZ010,15,33,133,390,36,74,22,32,836,27,123,3199,152,769,98,132,72,135,27,130,349,237,507,929
2020-11-14,CZ020,0,0,35,124,16,22,2,3,278,26,33,2042,126,322,32,32,53,58,34,58,123,128,315,510
2020-11-14,CZ031,2,3,31,71,15,20,11,44,249,27,84,1697,249,507,28,28,35,59,26,37,84,77,102,371
2020-11-14,CZ032,1,4,72,114,15,17,9,9,150,3,32,1211,0,437,54,55,72,75,12,48,67,193,384,348
2020-11-14,CZ041,0,1,10,35,3,6,4,6,78,6,11,598,40,74,16,16,13,13,2,8,31,10,20,141
2020-11-14,CZ042,0,2,51,154,13,20,8,19,251,23,25,1368,98,460,48,48,94,97,12,47,112,99,302,496
2020-11-14,CZ051,1,2,33,107,10,13,4,5,117,10,22,895,28,195,14,14,45,45,20,55,72,52,187,239
2020-11-14,CZ052,6,7,43,123,12,20,13,20,233,16,38,1553,53,188,37,48,58,58,16,55,92,74,201,379
2020-11-14,CZ053,0,0,23,81,12,14,1,2,133,7,22,403,40,125,10,10,43,47,14,36,56,94,279,269
2020-11-14,CZ063,0,0,47,83,8,11,12,29,151,6,33,1402,88,509,16,16,18,18,14,26,63,164,263,299
2020-11-14,CZ064,4,14,134,264,35,40,11,11,560,79,72,2186,426,596,54,54,74,78,56,125,223,192,431,756
2020-11-14,CZ071,1,2,73,206,13,19,3,3,224,9,32,1399,141,328,27,34,33,36,34,93,105,70,249,413
2020-11-14,CZ072,0,1,26,92,6,13,1,2,170,13,16,626,150,66,14,14,26,33,4,17,72,14,26,277
2020-11-14,CZ080,8,11,182,301,25,30,34,39,427,45,83,2732,173,716,52,55,100,101,79,154,178,357,908,681
2020-11-15,CZ010,17,33,135,390,35,74,22,32,836,29,127,3199,154,823,108,132,94,135,27,130,349,240,507,929
2020-11-15,CZ020,0,0,37,124,17,22,3,3,278,28,33,2042,124,341,32,32,53,58,36,58,123,123,315,510
2020-11-15,CZ031,2,3,30,71,15,20,11,44,249,28,82,1697,248,526,28,28,35,59,26,37,84,75,102,371
2020-11-15,CZ032,1,4,74,114,15,17,9,9,150,3,28,1211,0,459,54,55,72,75,14,48,67,182,384,348
2020-11-15,CZ041,0,1,11,35,3,6,3,6,78,7,7,598,38,75,16,16,13,13,2,8,31,10,20,141
2020-11-15,CZ042,0,2,51,154,13,20,19,19,251,28,29,1368,107,454,48,48,94,97,10,47,112,110,302,496
2020-11-15,CZ051,1,2,28,107,9,13,4,5,117,10,16,895,28,195,14,14,45,45,15,55,72,50,187,239
2020-11-15,CZ052,6,7,42,123,10,20,13,20,233,15,33,1499,54,184,37,48,58,58,15,53,92,63,197,379
2020-11-15,CZ053,0,0,26,81,11,14,1,2,133,9,25,403,45,141,10,10,44,47,17,36,56,91,279,269
2020-11-15,CZ063,0,0,45,83,10,11,26,29,151,10,31,1402,78,492,16,16,18,18,17,26,63,159,258,299
2020-11-15,CZ064,4,14,137,264,33,40,11,11,561,79,82,2186,410,614,54,54,75,78,55,125,223,179,431,756
2020-11-15,CZ071,0,2,74,206,13,19,3,3,224,9,31,1399,137,326,27,34,33,36,31,93,105,64,249,413
2020-11-15,CZ072,0,1,32,92,5,13,1,2,170,13,18,646,62,145,14,14,26,33,12,41,72,94,242,277
2020-11-15,CZ080,7,11,182,301,25,30,34,39,427,40,87,2732,167,689,52,55,96,97,86,154,178,352,908,681
2020-11-16,CZ010,15,33,130,390,34,74,21,32,836,33,132,3199,164,822,113,132,94,135,33,130,349,220,507,929
2020-11-16,CZ020,0,0,36,124,16,22,3,3,278,28,34,2042,124,349,32,32,53,56,37,58,123,121,315,510
2020-11-16,CZ031,2,3,31,71,14,20,11,44,249,33,79,1697,231,522,28,28,38,59,26,37,84,75,102,371
2020-11-16,CZ032,1,4,70,114,17,17,7,9,150,3,30,1211,0,452,54,55,72,75,16,48,67,135,368,348
2020-11-16,CZ041,0,1,13,35,3,6,5,6,78,8,8,598,39,65,16,16,13,13,2,8,31,10,20,141
2020-11-16,CZ042,0,2,50,154,12,20,7,19,251,28,28,1368,94,446,48,48,90,97,9,47,112,90,302,496
2020-11-16,CZ051,1,2,28,107,9,13,4,5,117,13,14,895,32,205,14,14,45,45,19,55,72,52,187,239
2020-11-16,CZ052,6,7,44,123,9,20,13,20,233,15,37,1499,58,174,37,48,58,58,18,53,92,60,197,379
2020-11-16,CZ053,0,0,28,81,12,14,1,2,133,7,29,410,36,143,10,10,44,47,15,36,56,79,279,269
2020-11-16,CZ063,0,0,44,83,10,11,13,29,151,12,33,1367,87,476,16,16,18,18,17,26,63,177,258,299
2020-11-16,CZ064,4,14,140,264,31,40,11,11,548,48,87,2088,331,614,53,54,70,78,61,142,223,233,555,756
2020-11-16,CZ071,1,2,79,206,15,19,2,3,224,8,29,1399,150,314,25,34,33,36,41,96,105,72,249,413
2020-11-16,CZ072,0,1,34,92,7,13,1,2,170,18,23,646,59,141,14,14,26,33,13,41,72,88,242,277
2020-11-16,CZ080,6,11,186,301,25,30,33,39,427,38,77,2732,167,734,52,55,96,97,80,154,178,345,908,681
2020-11-17,CZ010,15,33,139,390,34,74,22,32,836,35,131,3199,165,863,114,132,94,135,36,130,349,232,507,929
2020-11-17,CZ020,0,0,30,124,15,22,3,3,278,25,31,2042,131,359,32,32,53,56,35,58,123,120,315,510
2020-11-17,CZ031,2,3,34,71,15,20,11,44,249,38,79,1697,229,513,28,28,38,59,26,37,84,76,102,371
2020-11-17,CZ032,1,4,72,114,17,17,7,9,150,4,29,1211,0,462,54,55,72,75,21,48,67,140,368,348
2020-11-17,CZ041,0,1,12,35,3,6,5,6,78,8,7,598,42,65,16,16,13,13,2,8,31,10,20,141
2020-11-17,CZ042,0,2,55,154,14,20,8,19,251,29,28,1368,114,455,48,48,94,97,10,47,112,108,302,496
2020-11-17,CZ051,1,2,30,107,10,13,4,5,117,14,24,895,40,200,14,14,45,45,18,55,72,60,187,239
2020-11-17,CZ052,6,7,45,123,12,20,13,20,233,13,35,1499,78,184,37,48,58,58,16,53,92,60,197,379
2020-11-17,CZ053,0,0,26,81,12,14,1,2,133,7,26,410,33,155,10,10,44,47,14,36,56,82,279,269
2020-11-17,CZ063,0,0,46,83,11,11,17,29,151,13,37,1367,91,459,16,16,18,18,17,26,63,191,258,299
2020-11-17,CZ064,5,14,141,264,28,40,11,11,548,56,97,2088,343,612,53,54,72,78,69,142,223,238,555,756
2020-11-17,CZ071,0,2,84,206,16,19,3,3,224,9,33,1399,140,331,25,34,33,36,42,96,105,66,249,413
2020-11-17,CZ072,0,1,33,92,8,13,1,2,170,19,17,646,63,138,14,14,26,33,17,44,72,86,242,277
2020-11-17,CZ080,7,11,188,301,24,30,34,39,427,33,79,2732,161,750,54,55,96,97,87,159,178,354,887,681
2020-11-18,CZ010,16,33,141,390,33,74,21,32,836,32,130,3199,158,792,114,132,94,135,40,130,349,232,507,929
2020-11-18,CZ020,0,0,36,124,16,22,3,3,278,30,36,2042,136,352,32,32,53,56,36,58,123,135,315,510
2020-11-18,CZ031,3,3,37,71,15,20,11,44,249,38,72,1697,228,499,28,28,36,59,26,37,84,76,102,371
2020-11-18,CZ032,1,4,73,114,17,17,9,9,150,3,33,1211,0,426,54,55,72,75,19,48,67,147,371,348
2020-11-18,CZ041,0,1,8,35,3,6,5,6,78,6,8,598,45,65,16,16,13,13,2,8,31,10,20,141
2020-11-18,CZ042,0,2,56,154,14,20,7,19,251,29,27,1368,114,454,48,48,94,97,10,47,112,115,302,496
2020-11-18,CZ051,1,2,32,107,11,13,4,5,117,15,23,895,52,204,14,14,44,45,21,55,72,66,187,239
2020-11-18,CZ052,6,7,47,123,13,20,13,20,233,13,40,1499,78,158,37,48,58,58,17,53,92,51,197,379
2020-11-18,CZ053,0,0,27,80,12,14,1,2,133,7,26,410,32,172,10,10,44,47,18,36,56,77,279,269
2020-11-18,CZ063,0,0,43,83,11,11,14,29,151,18,32,1367,104,431,16,16,18,18,17,26,63,160,258,299
2020-11-18,CZ064,5,14,136,269,28,40,10,11,545,62,97,2088,346,576,53,54,72,78,66,144,223,232,525,756
2020-11-18,CZ071,0,2,90,206,15,19,3,3,224,11,25,1384,149,296,27,34,33,36,39,96,105,78,249,413
2020-11-18,CZ072,0,1,28,92,7,13,1,2,170,21,17,646,59,136,14,14,26,33,12,44,72,88,242,277
2020-11-18,CZ080,7,11,191,301,24,30,35,39,427,32,88,2732,167,699,54,55,96,97,87,157,178,351,887,681
2020-11-19,CZ010,15,33,147,390,33,74,23,32,836,20,101,3199,145,585,114,132,94,135,37,130,349,231,507,929
2020-11-19,CZ020,0,0,38,124,15,22,3,3,278,37,28,2042,123,362,34,34,53,56,38,58,123,136,310,510
2020-11-19,CZ031,3,3,39,71,14,20,11,44,249,46,72,1697,197,511,29,29,36,59,26,37,84,75,102,371
2020-11-19,CZ032,1,4,68,114,17,17,9,9,150,3,30,1211,0,417,54,55,72,75,18,48,67,147,371,348
2020-11-19,CZ041,0,1,15,35,3,6,3,6,78,8,9,598,48,61,16,16,13,13,2,8,31,10,20,141
2020-11-19,CZ042,0,2,57,154,14,20,8,19,251,30,26,1368,107,471,50,50,91,97,10,47,112,118,302,496
2020-11-19,CZ051,1,2,30,107,11,13,4,5,117,15,16,895,49,192,14,14,44,45,21,55,72,63,187,239
2020-11-19,CZ052,6,7,46,123,12,20,13,20,233,15,33,1306,9,159,36,48,58,58,18,53,92,100,340,379
2020-11-19,CZ053,0,0,29,80,12,14,1,2,133,9,36,435,33,177,10,10,42,47,19,36,56,75,279,269
2020-11-19,CZ063,0,0,42,83,9,11,16,29,151,16,27,1367,106,426,16,16,18,18,16,26,63,181,258,299
2020-11-19,CZ064,5,14,141,269,28,40,10,11,544,61,80,2095,378,574,53,55,72,78,59,144,223,270,546,756
2020-11-19,CZ071,0,2,89,206,16,19,3,3,224,11,22,1398,150,289,28,34,33,36,40,96,105,81,249,413
